,compound,date,negative,neutral,positive,tn,tweet,user
132,-0.765,Sun Mar 25 13:21:56 +0000 2018,0.258,0.742,0.0,132,"“He is either lying or he is completely delusional,” Sen. Tim Kaine says of President Trump blaming Democrats for f… https://t.co/6r895RQPep",@CNN
133,0.5859,Sun Mar 25 13:11:48 +0000 2018,0.0,0.769,0.231,133,Sen. Tim Kaine questions if President Trump’s new pick for national security adviser can get a security clearance:… https://t.co/RH2ORJTpW6,@CNN
134,0.0,Sun Mar 25 13:08:39 +0000 2018,0.0,1.0,0.0,134,"""The activism of these young people is actually changing the equation ... they're not going away,"" Sen. Tim Kaine s… https://t.co/LoTcR2u12c",@CNN
135,0.0,Sun Mar 25 13:00:50 +0000 2018,0.0,1.0,0.0,135,An animatronic T .rex went up in flames at this dinosaur park in Colorado. The park says the blaze was caused by el… https://t.co/3Xs9dMEKY5,@CNN
136,0.0,Sun Mar 25 12:30:03 +0000 2018,0.0,1.0,0.0,136,"""Black Panther"" is the the most-tweeted about movie of all time, Twitter says https://t.co/Ffh5z9Chys https://t.co/2hhcrpczIX",@CNN
137,-0.0772,Sun Mar 25 12:00:05 +0000 2018,0.121,0.769,0.109,137,A Tennessee man who was wrongfully imprisoned for 31 years and initially given $75 to start over has been awarded $… https://t.co/Xxitou66Jv,@CNN
138,-0.4404,Sun Mar 25 11:30:11 +0000 2018,0.139,0.861,0.0,138,Bank of America Merrill Lynch doctored paperwork on 16 million orders to fool institutional clients into thinking s… https://t.co/EW6uyUvuDd,@CNN
139,-0.2732,Sun Mar 25 11:00:04 +0000 2018,0.139,0.861,0.0,139,Republican Rep. Ryan Costello will drop his bid for reelection in Pennsylvania https://t.co/2tYW2a6mrd https://t.co/8XKF9V45dE,@CNN
140,0.2023,Sun Mar 25 10:30:14 +0000 2018,0.0,0.816,0.184,140,"Researchers finally solve mystery of ""alien"" skeleton https://t.co/Ymts1gegBE https://t.co/kBJpwYKGyC",@CNN
141,0.0772,Sun Mar 25 10:00:03 +0000 2018,0.0,0.909,0.091,141,"In Sacramento and in Austin, black people just want this https://t.co/QY2mnt7vH1 | via @CNNOpinion https://t.co/NcbVhzuzYE",@CNN
142,-0.1027,Sun Mar 25 09:30:09 +0000 2018,0.136,0.748,0.117,142,"In a new memoir, Hillary Clinton's former campaign communications director says the email scandal was a like ""a box… https://t.co/2qEKrRaoiP",@CNN
143,0.0,Sun Mar 25 09:00:04 +0000 2018,0.0,1.0,0.0,143,"This case shows why dog breeders need to be regulated, writes Randi Kaye for @CNNOpinion https://t.co/gqfOi4Kid4 https://t.co/VTIzke2a8c",@CNN
144,-0.2732,Sun Mar 25 08:30:11 +0000 2018,0.141,0.758,0.101,144,China and the United States are on the brink of a trade war — and Apple chief Tim Cook is calling on the countries… https://t.co/emYdvRdY0y,@CNN
145,0.0,Sun Mar 25 08:00:12 +0000 2018,0.0,1.0,0.0,145,I downloaded 14 years of my Facebook data and here's what happened https://t.co/CatT9piwSb https://t.co/iYlZLl8bkv,@CNN
146,-0.6486,Sun Mar 25 07:30:11 +0000 2018,0.223,0.777,0.0,146,The lawyer President Trump wants to represent him has been dead for 32 years https://t.co/ZYSNTnMfcR https://t.co/zZ4nvZlPkT,@CNN
147,0.0,Sun Mar 25 07:00:21 +0000 2018,0.0,1.0,0.0,147,Take a look at this week in politics https://t.co/kcprtfGNys https://t.co/l9sn1TwkeS,@CNN
148,0.0,Sun Mar 25 06:30:09 +0000 2018,0.117,0.765,0.117,148,"""I need allies."" Fresh off a staggering loss for Republicans in Pennsylvania's deep-red 18th district, President Tr… https://t.co/Kx2Fm2p7mM",@CNN
149,0.0,Sun Mar 25 06:00:14 +0000 2018,0.0,1.0,0.0,149,Tesla to slow shipments in Norway due to unsafe delivery trucks https://t.co/9JSC3KFih1 https://t.co/8ZXKLq1XNU,@CNN
150,-0.4939,Sun Mar 25 05:30:03 +0000 2018,0.314,0.686,0.0,150,Australian beaches pose dangers to newcomers https://t.co/wv6ILLo3Lg https://t.co/esYlq0aT9m,@CNN
151,-0.296,Sun Mar 25 05:00:10 +0000 2018,0.136,0.864,0.0,151,Here's what you may have missed at the March for Our Lives rallies https://t.co/ja0geb22RQ https://t.co/aLQN2TqGJB,@CNN
152,0.25,Sun Mar 25 04:30:20 +0000 2018,0.0,0.905,0.095,152,"""I have a dream that enough is enough. And that this should be a gun-free world. Period."" - Martin Luther King Jr.'… https://t.co/QNGeEGkvMM",@CNN
153,0.0,Sun Mar 25 04:00:37 +0000 2018,0.0,1.0,0.0,153,"Samantha Fuentes, who was wounded in the mass shooting at Marjory Stoneman Douglas High School, asks the crowd to j… https://t.co/dRFdWpk0QZ",@CNN
154,-0.7579,Sun Mar 25 03:00:17 +0000 2018,0.394,0.606,0.0,154,These grandmothers in Texas have had enough of gun violence https://t.co/GrjeoktRf5 https://t.co/fZtTBJKT6V,@CNN
155,0.3566,Sun Mar 25 02:30:14 +0000 2018,0.0,0.84,0.16,155,"George Clooney, Paul McCartney and more celebrities join March for Our Lives https://t.co/WabPC0OUEk https://t.co/EemR2GmHLv",@CNN
156,-0.7579,Sun Mar 25 02:16:16 +0000 2018,0.394,0.606,0.0,156,"Gun violence can happen to anybody, says singer Jennifer Hudson https://t.co/OADln4miDu https://t.co/sD7QJN9rUR",@CNN
157,0.0,Sun Mar 25 02:00:06 +0000 2018,0.0,1.0,0.0,157,"While others marched for their lives, these people marched for their guns https://t.co/GiGWjFDzG3 https://t.co/3TXIISsdi8",@CNN
158,0.4754,Sun Mar 25 01:45:07 +0000 2018,0.0,0.808,0.192,158,Some of the most powerful signs from the March for Our Lives https://t.co/DhbwVpMOlZ https://t.co/meFpCoHKht,@CNN
159,0.0,Sun Mar 25 01:30:17 +0000 2018,0.0,1.0,0.0,159,World Trade Center glows orange for the March for Our Lives rallies https://t.co/xO7kt2NboP https://t.co/MFbYZhnw73,@CNN
160,0.0,Sun Mar 25 01:15:03 +0000 2018,0.0,1.0,0.0,160,"""Keep at it. You're leading us forward. Nothing can stand in the way of millions of voices calling for change."" For… https://t.co/Amnd5zbDYL",@CNN
161,0.0,Sun Mar 25 01:01:36 +0000 2018,0.0,1.0,0.0,161,"11-year-old Naomi Wadler says she speaks at Washington DC rally to ""represent the African-American girls whose stor… https://t.co/WUwqmanlpW",@CNN
162,-0.3862,Sun Mar 25 00:45:34 +0000 2018,0.302,0.44,0.258,162,"""One of my best friends was killed in gun violence right around here, so it's important to me,"" says Paul McCartney… https://t.co/CZfsYBXMNL",@CNN
163,-0.3412,Sun Mar 25 00:30:37 +0000 2018,0.099,0.901,0.0,163,"""We cannot make America safe until we arm our teachers. ... with pencils, paper and the money they need. ... to sup… https://t.co/WLEW14rwG3",@CNN
164,0.0,Sun Mar 25 00:23:59 +0000 2018,0.0,1.0,0.0,164,(📷: Atilgan Ozdil/Anadolu Agency/Getty Images),@CNN
165,-0.3862,Sun Mar 25 00:15:06 +0000 2018,0.302,0.44,0.258,165,"""One of my best friends was killed in gun violence right around here, so it's important to me."" Former Beatle Paul… https://t.co/E03daVJ6L2",@CNN
166,-0.5267,Sun Mar 25 00:13:59 +0000 2018,0.299,0.556,0.146,166,"Gun violence victim Jennifer Hudson on the Parkland student campaigners: ""I love so much that they're using their e… https://t.co/xDLiKm1KaY",@CNN
167,-0.5267,Sat Mar 24 23:49:43 +0000 2018,0.299,0.556,0.146,167,"Gun violence victim Jennifer Hudson on the Parkland student campaigners: ""I love so much that they're using their e… https://t.co/hKkoALRNAL",@CNN
168,-0.2883,Sat Mar 24 23:47:41 +0000 2018,0.118,0.813,0.068,168,"""It's not easy to keep seeing. What is it gonna be next week? Next month?"" an emotional Jennifer Hudson asks… https://t.co/YhNWMRaGfG",@CNN
169,-0.7351,Sat Mar 24 23:45:26 +0000 2018,0.212,0.788,0.0,169,"""For people who are watching ... know that it can be anybody ... to me, the saddest thing is, no one ever reacts un… https://t.co/mHXLxhqo6l",@CNN
170,0.0258,Sat Mar 24 23:45:00 +0000 2018,0.1,0.795,0.105,170,"At the March for Our Lives rally in Washington, Parkland survivor Emma Gonzalez weeps quietly for the majority of h… https://t.co/vuywFdHAFE",@CNN
171,-0.5106,Sat Mar 24 23:37:50 +0000 2018,0.125,0.875,0.0,171,“I kind of felt the pain that they (Parkland survivors) feel because at the end of the day it's not about who gets… https://t.co/L2m8gSb9yS,@CNN
172,0.3612,Sat Mar 24 23:14:50 +0000 2018,0.0,0.878,0.122,172,"Reflecting on today’s March for Our Lives, Parkland survivor Samantha Fuentes tells Van Jones she was “terrified” b… https://t.co/e52P9eyCs9",@CNN
173,-0.34,Sat Mar 24 23:00:16 +0000 2018,0.146,0.854,0.0,173,GOP donor launches gun reform group to coincide with March for Our Lives https://t.co/xI1wPhNmGn https://t.co/N6AXZPFU8r,@CNN
174,0.34,Sat Mar 24 22:45:09 +0000 2018,0.0,0.793,0.207,174,Why I march: People reveal what compelled them to join March for Our Lives https://t.co/KU2nQLcKIM https://t.co/L9UxYiqix2,@CNN
175,0.25,Sat Mar 24 22:30:38 +0000 2018,0.0,0.9,0.1,175,"Martin Luther King Jr.'s granddaughter addresses March for Our Lives in Washington: ""I have a dream that enough is… https://t.co/jyXfB8onIg",@CNN
176,0.0,Sat Mar 24 22:16:42 +0000 2018,0.0,1.0,0.0,176,Aerial footage shows the turnout at various March for Our Lives across the US today https://t.co/50KflY3S4X https://t.co/MVxCufnaIQ,@CNN
177,-0.2263,Sat Mar 24 22:01:07 +0000 2018,0.184,0.711,0.105,177,"""When politicians send their thoughts and prayers with no action, we say 'no more,'"" says Parkland survivor David H… https://t.co/njlvsdWpd6",@CNN
178,-0.2732,Sat Mar 24 21:45:10 +0000 2018,0.174,0.826,0.0,178,This Parkland shooting victim would have turned 18 today https://t.co/8Q3uetdopL https://t.co/arLlrW0Thl,@CNN
179,-0.3862,Sat Mar 24 21:30:14 +0000 2018,0.302,0.44,0.258,179,"""One of my best friends was killed in gun violence right around here, so it's important to me,"" says Paul McCartney… https://t.co/JJd58rPbiJ",@CNN
180,-0.3182,Sat Mar 24 21:15:05 +0000 2018,0.119,0.881,0.0,180,"This marcher is only 6. But as her sign says, so were the Sandy Hook victims. https://t.co/zKUpta5M60 https://t.co/yP4kxLeTjf",@CNN
181,0.0,Sat Mar 24 21:02:06 +0000 2018,0.0,1.0,0.0,181,Those who couldn't attend the March for Our Lives — for health reasons or otherwise — found alternative ways to cal… https://t.co/3sdZyPtiFj,@CNN
182,-0.3412,Sat Mar 24 20:55:29 +0000 2018,0.099,0.901,0.0,182,"""We cannot make America safe until we arm our teachers. ... with pencils, paper and the money they need. ... to sup… https://t.co/VtPhBU4IZ8",@CNN
183,-0.4404,Sat Mar 24 20:36:11 +0000 2018,0.17,0.83,0.0,183,Demonstrators have gathered in Washington DC and across the US to demand stricter gun laws. Follow along for live u… https://t.co/SCzfyryyAZ,@CNN
184,-0.7096,Sat Mar 24 20:29:01 +0000 2018,0.247,0.753,0.0,184,"When a gunman killed 26 at her school, Lauren Milgram, then just 6, hid in a bathroom. Now, the 12-year-old marched… https://t.co/3FKM9sWYq8",@CNN
185,0.3612,Sat Mar 24 20:22:07 +0000 2018,0.0,0.898,0.102,185,"""I feel like I'm closer to being an adult than I should be at my age. I should be hanging out with my girlfriends,… https://t.co/HfoSzBM89B",@CNN
186,0.0,Sat Mar 24 20:14:03 +0000 2018,0.0,1.0,0.0,186,Here's what the NRA had to say today about the March for Our Lives https://t.co/QLvGtGOar9 https://t.co/TMGtJd15hK,@CNN
187,0.3612,Sat Mar 24 20:07:03 +0000 2018,0.0,0.762,0.238,187,The Parkland kids keep checking their privilege https://t.co/uyUQ1yGJHo https://t.co/u6vVVHKwW1,@CNN
188,0.3612,Sat Mar 24 20:04:13 +0000 2018,0.0,0.894,0.106,188,This Parkland survivor threw up on stage and then finished her speech at the March for Our Lives rally in Washingto… https://t.co/0n4W9blvUI,@CNN
189,0.3612,Sat Mar 24 20:04:09 +0000 2018,0.0,0.884,0.116,189,Parkland school shooting survivor Emma Gonzalez stood on stage for 6 minutes and 20 seconds — the time it took the… https://t.co/53EVcEL3v7,@CNN
190,0.0,Sat Mar 24 19:50:43 +0000 2018,0.0,1.0,0.0,190,"Samantha Fuentes, who was wounded in the mass shooting at Marjory Stoneman Douglas High School, asks the crowd to j… https://t.co/0DfmSFip9b",@CNN
191,-0.7579,Sat Mar 24 19:40:04 +0000 2018,0.394,0.606,0.0,191,These grandmothers in Texas have had enough of gun violence https://t.co/6u7JSeRtFn https://t.co/FiwF9BvIsS,@CNN
192,-0.3182,Sat Mar 24 19:33:03 +0000 2018,0.099,0.901,0.0,192,This 6-year-old is marching in London today carrying a sign with the names of the victims of the 2012 Sandy Hook ma… https://t.co/JzyXgOHDkT,@CNN
193,-0.34,Sat Mar 24 19:26:03 +0000 2018,0.13,0.87,0.0,193,These politicians have weighed in on March for Our Lives rallies calling for stricter gun control… https://t.co/WDopvkFLH0,@CNN
194,0.0258,Sat Mar 24 19:19:00 +0000 2018,0.105,0.786,0.109,194,"At the March for Our Lives rally in Washington, Florida school survivor Emma Gonzalez weeps quietly for the majorit… https://t.co/eYtm2kTleE",@CNN
195,0.0,Sat Mar 24 19:12:03 +0000 2018,0.0,1.0,0.0,195,"There's a large sign outside the capitol in Minnesota that says ""ENOUGH"" — one of the catchwords for those rallying… https://t.co/a0L6fBY1aM",@CNN
196,0.25,Sat Mar 24 19:05:19 +0000 2018,0.0,0.905,0.095,196,"""I have a dream that enough is enough. And that this should be a gun-free world. Period."" - Martin Luther King Jr.'… https://t.co/ZCbCc1csZM",@CNN
197,0.3612,Sat Mar 24 18:58:44 +0000 2018,0.0,0.878,0.122,197,"""Stand for us or beware — the voters are coming."" Florida school shooting survivor Cameron Kasky gives an impassion… https://t.co/3LClliCYd1",@CNN
198,0.0,Sat Mar 24 18:51:07 +0000 2018,0.0,1.0,0.0,198,"""Keep at it. You're leading us forward. Nothing can stand in the way of millions of voices calling for change."" For… https://t.co/NFiRsDTQhG",@CNN
199,0.0,Sat Mar 24 18:44:06 +0000 2018,0.0,1.0,0.0,199,Here's why some of the March for Our Lives demonstrators are wearing $1.05 price tags https://t.co/iMH5IYTu2Z https://t.co/aJFIQsY2Gq,@CNN
200,-0.34,Sat Mar 24 18:38:04 +0000 2018,0.146,0.854,0.0,200,Here's what US lawmakers have done about gun control since the Parkland shooting https://t.co/lgxaZnrmO6 https://t.co/YaqSErD1e9,@CNN
201,0.0,Sat Mar 24 18:33:13 +0000 2018,0.0,1.0,0.0,201,"11-year-old Naomi Wadler says she speaks at Washington DC rally to ""represent the African-American girls whose stor… https://t.co/V4quaN3SJU",@CNN
202,0.5267,Sat Mar 24 18:27:11 +0000 2018,0.0,0.841,0.159,202,"Alex Wind, a student at Marjory Stoneman Douglas High School, gives a passionate speech at the March for Our Lives… https://t.co/fzvj8i3Twn",@CNN
203,-0.3862,Sat Mar 24 18:19:23 +0000 2018,0.302,0.44,0.258,203,"""One of my best friends was killed in gun violence right around here, so it's important to me,"" says Paul McCartney… https://t.co/KIadLzcfFn",@CNN
204,0.296,Sat Mar 24 18:12:27 +0000 2018,0.0,0.905,0.095,204,"Are you a student taking part in today's March for Our Lives? Share your photos with CNN, along with your name, age… https://t.co/kihpHSkqPb",@CNN
205,0.25,Sat Mar 24 18:04:39 +0000 2018,0.0,0.9,0.1,205,"Martin Luther King Jr.'s granddaughter addresses March for Our Lives in Washington, DC: ""I have a dream that enough… https://t.co/PyLJSuNE9C",@CNN
206,0.0,Sat Mar 24 17:56:51 +0000 2018,0.0,1.0,0.0,206,Aerial footage shows the turnout at various March for Our Lives across the US today https://t.co/sPJ25LfDKd https://t.co/E230ciayf0,@CNN
207,-0.2263,Sat Mar 24 17:48:52 +0000 2018,0.184,0.711,0.105,207,"""When politicians send their thoughts and prayers with no action, we say 'no more,'"" says Parkland survivor David H… https://t.co/7pjri4JObf",@CNN
208,0.7506,Sat Mar 24 17:36:16 +0000 2018,0.0,0.714,0.286,208,"""We applaud the many courageous young Americans exercising their First Amendment rights today."" Read the White Hous… https://t.co/oVbFIrHC1L",@CNN
209,-0.2732,Sat Mar 24 17:13:44 +0000 2018,0.174,0.826,0.0,209,This Parkland shooting victim would have turned 18 today https://t.co/NXcoNTIbHW https://t.co/ZUH7IN9K1q,@CNN
210,-0.34,Sat Mar 24 17:05:21 +0000 2018,0.094,0.906,0.0,210,"RT @CNNPolitics: Parkland student Alex Wind calls for politicians who oppose gun control to be voted out of office: ""None of the millions o…",@CNN
211,0.4215,Sat Mar 24 16:53:48 +0000 2018,0.0,0.865,0.135,211,Students are marching through the same streets as Martin Luther King Jr. did -- hoping for similar change… https://t.co/Var2fzWPrv,@CNN
212,-0.3862,Sat Mar 24 16:42:13 +0000 2018,0.302,0.44,0.258,212,"""One of my best friends was killed in gun violence right around here, so it's important to me,"" says Paul McCartney… https://t.co/nGvY9rZmT8",@CNN
213,0.4404,Sat Mar 24 16:31:00 +0000 2018,0.106,0.661,0.233,213,She's waited 5 years for gun control reform. This Sandy Hook survivor hopes the time is now. https://t.co/c3FgTBdjuw https://t.co/wv1na3BSEd,@CNN
214,-0.34,Sat Mar 24 16:22:37 +0000 2018,0.112,0.888,0.0,214,"At the March for Our Lives rally in Washington, students are leading demonstrations to call for stricter gun laws.… https://t.co/zUegljvkN7",@CNN
215,0.4404,Sat Mar 24 16:06:24 +0000 2018,0.0,0.847,0.153,215,Apple is proposing 13 new emojis in an effort to better represent people with disabilities https://t.co/O4anVJKMUl https://t.co/QFVXqcTGba,@CNN
216,0.7506,Sat Mar 24 15:54:36 +0000 2018,0.0,0.714,0.286,216,"""We applaud the many courageous young Americans exercising their First Amendment rights today."" Read the White Hous… https://t.co/w2Od16w90R",@CNN
217,0.0,Sat Mar 24 15:47:48 +0000 2018,0.0,1.0,0.0,217,"""The finish line at the end of the march here today in Parkland...is our beginning line. We are just getting starte… https://t.co/nyetTEbTz7",@CNN
218,0.4215,Sat Mar 24 15:34:51 +0000 2018,0.0,0.823,0.177,218,The March for Our Lives isn't just happening in the United States https://t.co/qPe1ZyM3Ly https://t.co/xUI4pfmhzy,@CNN
219,-0.1779,Sat Mar 24 15:27:30 +0000 2018,0.147,0.735,0.118,219,"RT @CNNPolitics: At #MarchForOurLives, Democratic Sen. Amy Klobuchar says President Trump's steps to ban bump stocks are a ""good thing,"" bu…",@CNN
220,-0.3182,Sat Mar 24 15:23:04 +0000 2018,0.119,0.881,0.0,220,"This marcher is only 6. But as her sign says, so were the Sandy Hook victims. https://t.co/wjC5FXEGYn https://t.co/tCbNWFZ05J",@CNN
221,0.6249,Sat Mar 24 15:11:32 +0000 2018,0.0,0.814,0.186,221,"Arnold Schwarzenegger says John Kasich could be ""a great alternative"" to President Donald Trump if the President fa… https://t.co/RUMvZc7Cga",@CNN
222,-0.3182,Sat Mar 24 15:03:24 +0000 2018,0.099,0.901,0.0,222,This 6-year-old is marching in London today carrying a sign with the names of the victims of the 2012 Sandy Hook ma… https://t.co/JN7ej0DTAC,@CNN
223,0.0,Sat Mar 24 14:55:31 +0000 2018,0.0,1.0,0.0,223,Medicaid is a lifeline for nearly half of this county's residents https://t.co/G1iKLz7afP https://t.co/x9pwitibED,@CNN
224,-0.4404,Sat Mar 24 14:43:59 +0000 2018,0.17,0.83,0.0,224,Demonstrators are gathering in Washington DC and across the US to demand stricter gun laws. Follow along for live u… https://t.co/YuwfaesMEm,@CNN
225,0.2023,Sat Mar 24 14:40:06 +0000 2018,0.081,0.806,0.113,225,"RT @CNNPolitics: Sen. Elizabeth Warren, who is joining #MarchForOurLives in Boston, says she is struck by ""how powerful"" the students are h…",@CNN
226,0.1828,Sat Mar 24 14:36:36 +0000 2018,0.127,0.71,0.163,226,"Activists are marching, but the public hasn't punished Republicans in polls for inaction on guns… https://t.co/N3PtWjSnan",@CNN
227,0.0,Sat Mar 24 14:29:26 +0000 2018,0.0,1.0,0.0,227,Investigators search Cambridge Analytica's London offices https://t.co/B4Y5E1KuKp https://t.co/E8TQacLUCG,@CNN
228,-0.7096,Sat Mar 24 14:22:20 +0000 2018,0.237,0.763,0.0,228,"When a gunman killed 26 at her school, Lauren Milgram, then just 6, hid in a bathroom. Now, the 12-year-old is marc… https://t.co/qDEccGK7A7",@CNN
229,-0.34,Sat Mar 24 14:15:07 +0000 2018,0.13,0.87,0.0,229,Students are rallying in Washington and across the US for stricter gun laws. Follow live updates:… https://t.co/nzbh53hRwx,@CNN
230,0.0,Sat Mar 24 14:08:22 +0000 2018,0.126,0.747,0.126,230,911 calls capture the confusion when a false missile alert went out in Hawaii https://t.co/0CJ3lGWQAp https://t.co/3NKkWVSXE4,@CNN
231,0.5106,Sat Mar 24 14:01:20 +0000 2018,0.0,0.82,0.18,231,This mom's tweet helped 500 students find free housing for March for Our Lives https://t.co/0ZFfjjfFa7 https://t.co/VZwxtPTHxC,@CNN
232,0.5994,Sat Mar 24 13:54:11 +0000 2018,0.0,0.782,0.218,232,Ex-Cambridge Analytica staff say a super PAC run by John Bolton used compromised Facebook data… https://t.co/GyV7wgK6kM,@CNN
233,0.0,Sat Mar 24 13:47:35 +0000 2018,0.0,1.0,0.0,233,"Survivors of the deadly shooting rampage at a Parkland, Florida, high school are set to lead thousands in a March f… https://t.co/iKYqAhZqKv",@CNN
234,0.0,Sat Mar 24 13:41:06 +0000 2018,0.0,1.0,0.0,234,"Why I'm marching on Saturday ... in a wheelchair || Karina Vargas, who was shot outside her school in Colorado, wri… https://t.co/WnLQn2IECk",@CNN
235,0.0772,Sat Mar 24 13:31:03 +0000 2018,0.0,0.925,0.075,235,Sydney's newest landmark is a mixed-use development called Central Park. The award-winning complex boasts one of th… https://t.co/lY2HQsxvic,@CNN
236,0.0,Sat Mar 24 13:01:07 +0000 2018,0.0,1.0,0.0,236,"Chef José Andrés' ThinkFoodGroup and various DC restaurants started Food for Our Lives, a collaboration of business… https://t.co/Dnkr1OcOST",@CNN
237,-0.4404,Sat Mar 24 12:31:03 +0000 2018,0.139,0.861,0.0,237,Bank of America Merrill Lynch doctored paperwork on 16 million orders to fool institutional clients into thinking s… https://t.co/saySIFhPEF,@CNN
238,0.4404,Sat Mar 24 12:01:05 +0000 2018,0.0,0.847,0.153,238,Apple is proposing 13 new emojis in an effort to better represent people with disabilities https://t.co/JMDXhV7m6Z https://t.co/jc66QH0Vh3,@CNN
239,0.5423,Sat Mar 24 11:31:02 +0000 2018,0.0,0.816,0.184,239,"Taylor Swift voiced her support for Saturday's ""March for Our Lives"" in an Instagram post and said that she made a… https://t.co/2R6uwk8aix",@CNN
240,0.0516,Sat Mar 24 11:01:05 +0000 2018,0.111,0.769,0.12,240,Russian rap pioneers are losing faith with a new generation of rappers they say are absorbed by flashy lifestyles s… https://t.co/rHWuWxTvWY,@CNN
241,0.0,Sat Mar 24 10:31:06 +0000 2018,0.0,1.0,0.0,241,"When students of Marjory Stoneman Douglas return to class after spring break next week, they'll be required to carr… https://t.co/BQQ9SELncO",@CNN
242,0.0,Sat Mar 24 10:01:06 +0000 2018,0.0,1.0,0.0,242,"25 years ago, Republicans were more educated than Democrats. Now it's the opposite, a new Pew Research survey shows… https://t.co/tz4yIojrhW",@CNN
243,0.5574,Sat Mar 24 09:31:01 +0000 2018,0.0,0.805,0.195,243,"Taylor Swift has sold more than 2 million copies of ""Reputation"" -- making it the first album to accomplish that fe… https://t.co/xGaiRntOFc",@CNN
244,0.0,Sat Mar 24 09:01:07 +0000 2018,0.0,1.0,0.0,244,"""This is an American icon that has to be saved"": The billionaire CEO behind Bratz dolls and Little Tike toys is on… https://t.co/Dq7aGo9anA",@CNN
245,0.2263,Sat Mar 24 08:45:08 +0000 2018,0.113,0.739,0.148,245,"Don't let the Vatican’s beauty and allure fool you. The dark story behind some of the world’s most famous artwork,… https://t.co/yjLANUmIsS",@CNN
246,-0.6597,Sat Mar 24 08:31:04 +0000 2018,0.239,0.761,0.0,246,A former cancer patient is now a doctor at the hospital that helped her survive https://t.co/BVHKNRz6p5 https://t.co/Jz0KOopdDE,@CNN
247,0.5719,Sat Mar 24 08:01:04 +0000 2018,0.0,0.821,0.179,247,A new heroine is flying alongside Wonder Woman and Superman to pull Puerto Rico through hurricane Maria's aftermath… https://t.co/eHi3GMrqhF,@CNN
248,0.3818,Sat Mar 24 07:31:03 +0000 2018,0.0,0.874,0.126,248,"Charlotte Pence says she's ""all for"" comedian John Oliver's parody book, which depicts her family's pet rabbit Marl… https://t.co/GVSsaRAh36",@CNN
249,0.5106,Sat Mar 24 07:01:07 +0000 2018,0.0,0.82,0.18,249,This mom's tweet helped 500 students find free housing for March for Our Lives https://t.co/G87bku1lsf https://t.co/S33VYhu0oo,@CNN
250,-0.0772,Sat Mar 24 06:46:02 +0000 2018,0.121,0.769,0.109,250,A Tennessee man who was wrongfully imprisoned for 31 years and initially given $75 to start over has been awarded $… https://t.co/ZZ8u4tu9jg,@CNN
251,-0.4767,Sat Mar 24 06:40:11 +0000 2018,0.14,0.86,0.0,251,A French police officer who asked a gunman to let him take the place of a hostage in a supermarket attack has died.… https://t.co/XhbAin6Bi4,@CNN
252,0.0,Sat Mar 24 06:31:07 +0000 2018,0.0,1.0,0.0,252,This luxury cruise ship has been sliced in half https://t.co/txBALDZdzP (via @CNNStyle) https://t.co/aOaYk88cNs,@CNN
253,-0.6597,Sat Mar 24 06:16:01 +0000 2018,0.227,0.773,0.0,253,"Why you'll see a lot of ""evil eye"" gloves at the March For Our Lives https://t.co/de8vPVGiGa https://t.co/KmU0x6QREK",@CNN
254,0.0,Sat Mar 24 06:01:06 +0000 2018,0.0,1.0,0.0,254,"""Black Panther"" is the the most-tweeted about movie of all time, Twitter says https://t.co/ZWh2YuqX4U https://t.co/rftmgnyVeR",@CNN
255,0.0,Sat Mar 24 05:46:36 +0000 2018,0.0,1.0,0.0,255,An animatronic T .rex went up in flames at this dinosaur park in Colorado. The park says the blaze was caused by el… https://t.co/gSEG6n41R6,@CNN
256,-0.2732,Sat Mar 24 05:31:07 +0000 2018,0.084,0.916,0.0,256,About half of all plants and animals in 35 of the world's most biodiverse places are at risk of extinction due to c… https://t.co/0FtKh7imuD,@CNN
257,0.2755,Sat Mar 24 05:16:00 +0000 2018,0.0,0.905,0.095,257,This robotic fish is designed to swim near real aquatic creatures and spy on them without raising suspicions or dis… https://t.co/OttcHYIf2N,@CNN
258,0.0,Sat Mar 24 05:01:05 +0000 2018,0.0,1.0,0.0,258,"There has been, on average, 1 school shooting every week this year https://t.co/H5cOC5GHcs https://t.co/VtqwWCzMHV",@CNN
259,0.2846,Sat Mar 24 04:47:27 +0000 2018,0.15,0.634,0.216,259,These New York police officers were outnumbered in this adorable snowball fight https://t.co/BOxryZ3vmA,@CNN
260,0.0,Sat Mar 24 04:31:05 +0000 2018,0.0,1.0,0.0,260,"K-pop group Red Velvet will be part of a group of South Korean pop stars who will be performing in Pyongyang, North… https://t.co/KUetUTpnKz",@CNN
261,0.0,Sat Mar 24 04:16:01 +0000 2018,0.0,1.0,0.0,261,Elon Musk nonchalantly erased Tesla and SpaceX from Facebook https://t.co/qMDTGmYeVE https://t.co/gzNLaDAlAU,@CNN
262,-0.7096,Sat Mar 24 04:08:06 +0000 2018,0.237,0.763,0.0,262,"When a gunman killed 26 at her school, Lauren Milgram, then just 6, hid in a bathroom. Now, the 12-year-old is marc… https://t.co/ki9WVaTFdx",@CNN
263,-0.5574,Sat Mar 24 04:01:01 +0000 2018,0.167,0.833,0.0,263,"Sudan, a northern white rhino and the last male of his subspecies, has died. Photographer @Amivee chronicled the fi… https://t.co/4sYmt1UnBA",@CNN
