,compound,date,negative,neutral,positive,tn,tweet,user
264,0.3182,Sat Mar 24 03:54:21 +0000 2018,0.0,0.881,0.119,264,"North Korea accepts South Korea’s proposal to hold high-level talks on March 29, Seoul's Unification Ministry says… https://t.co/NklKxXah6N",@CNN
265,0.7096,Sat Mar 24 03:45:18 +0000 2018,0.087,0.642,0.272,265,How much of a struggle is it for transgender or intersex individuals to find acceptance and love in modern-day Indi… https://t.co/tIuvh9nxQY,@CNN
266,-0.1796,Sat Mar 24 03:36:03 +0000 2018,0.169,0.693,0.138,266,The Trump era has been very good to Iraq War hawks | Analysis by CNN's Gregory Krieg https://t.co/V7rmQ91TcY https://t.co/bTKR2Vtt6C,@CNN
267,0.128,Sat Mar 24 03:31:06 +0000 2018,0.0,0.919,0.081,267,At least one investigation has been launched into how a senior adviser to Veterans Affairs Secretary David Shulkin… https://t.co/obTgPuXNkK,@CNN
268,-0.5423,Sat Mar 24 03:16:04 +0000 2018,0.2,0.8,0.0,268,"A video shows a fatal police shooting of an Illinois woman, and her family wants answers https://t.co/22G4LKFKj8",@CNN
269,0.0,Sat Mar 24 03:07:37 +0000 2018,0.0,1.0,0.0,269,The 26 oddest lines from Donald Trump's totally bizarro omnibus signing announcement | Analysis by CNN's Chris Cill… https://t.co/a8gg0xIxix,@CNN
270,0.0,Sat Mar 24 03:01:02 +0000 2018,0.115,0.769,0.115,270,Exclusive: Inside the base that would oversee a US nuclear strike https://t.co/KIFZL3gMMz https://t.co/fpqL5PGdqW,@CNN
271,0.0,Sat Mar 24 02:51:23 +0000 2018,0.0,1.0,0.0,271,"Why I'm marching on Saturday ... in a wheelchair || Karina Vargas, who was shot outside her school in Colorado, wri… https://t.co/NlVwhhbu8C",@CNN
272,-0.5574,Sat Mar 24 02:46:03 +0000 2018,0.153,0.847,0.0,272,"Five years on, Chinese doctor Zhang Qimao still simmers with rage over what happened to her when she reported a sex… https://t.co/adCpsQVwZg",@CNN
273,-0.5574,Sat Mar 24 02:37:07 +0000 2018,0.167,0.833,0.0,273,RT @CNNTonight: The White House announces a policy to ban most transgender troops from serving in the military https://t.co/L8gejLhYc9 http…,@CNN
274,0.743,Sat Mar 24 02:36:48 +0000 2018,0.0,0.76,0.24,274,"RT @AC360: Former Cambridge Analytica staff say a super PAC run by John Bolton, President Trump's new national security adviser, used the c…",@CNN
275,-0.3818,Sat Mar 24 02:35:41 +0000 2018,0.14,0.86,0.0,275,"With Lt. Gen H.R. McMaster's departure, the White House is losing a real warrior, writes @peterbergencnn via… https://t.co/dSVJ5WvKgM",@CNN
276,-0.2732,Sat Mar 24 02:30:18 +0000 2018,0.1,0.9,0.0,276,The lawyer representing the porn star suing President Donald Trump called a tweet he posted of an apparent data dis… https://t.co/Y8bkEh0OmG,@CNN
277,-0.5719,Sat Mar 24 02:16:07 +0000 2018,0.207,0.793,0.0,277,"Former Deputy FBI Director Andrew McCabe is speaking out about his recent firing, saying the allegations of ""lack o… https://t.co/k2ORmOkeeH",@CNN
278,-0.2732,Sat Mar 24 02:09:35 +0000 2018,0.087,0.913,0.0,278,Why build a bigger cruise ship when you can just cut one in half and add an extra 50 feet to the middle?… https://t.co/Gk41THywKV,@CNN
279,0.0772,Sat Mar 24 02:01:42 +0000 2018,0.095,0.796,0.109,279,"""Sometimes I forget that we are the high schoolers here."" Cameron Kasky and fellow Parkland survivors share exclusi… https://t.co/cwU8Q4iLzV",@CNN
280,0.128,Sat Mar 24 02:01:10 +0000 2018,0.096,0.742,0.162,280,“What can we do to stop this from continuing?” Emma González and fellow Parkland survivors share exclusive video di… https://t.co/hcVuJPQ799,@CNN
281,-0.0644,Sat Mar 24 01:59:55 +0000 2018,0.05,0.95,0.0,281,"""It's going to be tough, but I'm going to get through this and I'm going to survive and it's going to be okay."" Ale… https://t.co/C0dbtrGRHH",@CNN
282,-0.765,Sat Mar 24 01:59:37 +0000 2018,0.248,0.752,0.0,282,"“I'm in a lot of pain, and I've never been face with this kind of pain before.” Sam Fuentes and Parkland survivors… https://t.co/7YY0uHZpCf",@CNN
283,0.0,Sat Mar 24 01:54:36 +0000 2018,0.0,1.0,0.0,283,The 29(!) major Trump headlines this week | Analysis by @CillizzaCNN https://t.co/tCcXmkv6L7 https://t.co/g6gfJ3Y88C,@CNN
284,-0.5574,Sat Mar 24 01:41:03 +0000 2018,0.159,0.841,0.0,284,JUST IN: The White House has announced a policy to ban most transgender persons from serving in the US military… https://t.co/uj1gqzgJJE,@CNN
285,-0.0572,Sat Mar 24 01:37:50 +0000 2018,0.06,0.94,0.0,285,"""I'm marching because I don't want this to happen to any other child and it really shouldn't have happened."" 12-yea… https://t.co/HHnpCQioMa",@CNN
286,0.743,Sat Mar 24 01:30:32 +0000 2018,0.0,0.717,0.283,286,"Former Cambridge Analytica staff say a super PAC run by John Bolton, President Trump's new national security advise… https://t.co/Dyx0XhV9dh",@CNN
287,0.0,Sat Mar 24 01:25:51 +0000 2018,0.0,1.0,0.0,287,"""I didn't ask for any of this. None of us asked to be put in this situation."" Emma González and fellow Parkland sur… https://t.co/ySLPQ9tlLT",@CNN
288,0.0,Sat Mar 24 01:21:46 +0000 2018,0.0,1.0,0.0,288,"""I felt the heaviness of the bullet. I still didn't really believe that I got shot until I'd seen the wounds."" -Sam… https://t.co/mDK6PoIelm",@CNN
289,0.4767,Sat Mar 24 01:16:10 +0000 2018,0.065,0.779,0.156,289,Gold Star father Khizr Khan wrote a personal appeal to the Supreme Court to strike down President Trump's travel ba… https://t.co/dH62kdUtzn,@CNN
290,-0.34,Sat Mar 24 01:08:18 +0000 2018,0.194,0.806,0.0,290,President Trump moves closer to banning bump fire stocks https://t.co/NYNvd93X9J https://t.co/v4s0YlWa2M,@CNN
291,0.4019,Sat Mar 24 01:01:59 +0000 2018,0.0,0.764,0.236,291,Parkland survivors share exclusive video diaries. Their stories NOW on CNN. https://t.co/jK5GTLr9qF #ParklandDiaries https://t.co/5CGN3fhwIp,@CNN
292,0.4019,Sat Mar 24 00:51:05 +0000 2018,0.0,0.829,0.171,292,“This is what I have to deal with right now.” Sam Fuentes and Parkland survivors share exclusive video diaries. The… https://t.co/RzsLF59uYI,@CNN
293,0.0379,Sat Mar 24 00:50:26 +0000 2018,0.068,0.857,0.075,293,"RT @AC360: Anderson Cooper: President Trump ""does not shy away from speaking his mind about even the most serious allegations against him,…",@CNN
294,0.0,Sat Mar 24 00:50:04 +0000 2018,0.0,1.0,0.0,294,"Using cell phones, six Parkland survivors chronicled their lives in the weeks after the shooting. Their stories ton… https://t.co/cFgavh6mG1",@CNN
295,0.128,Sat Mar 24 00:41:06 +0000 2018,0.096,0.742,0.162,295,“What can we do to stop this from continuing?” Emma González and fellow Parkland survivors share exclusive video di… https://t.co/ECbIl0JzdA,@CNN
296,0.4019,Sat Mar 24 00:37:13 +0000 2018,0.0,0.821,0.179,296,"“Still trying to get back to normal, whatever that is.” Samantha Grady and Parkland survivors share exclusive video… https://t.co/AFrFHftZcC",@CNN
297,0.0772,Sat Mar 24 00:36:49 +0000 2018,0.0,0.925,0.075,297,Sydney's newest landmark is a mixed-use development called Central Park. The award-winning complex boasts one of th… https://t.co/TAXZmAhTpz,@CNN
298,0.0,Sat Mar 24 00:36:31 +0000 2018,0.0,1.0,0.0,298,"RT @AC360: Using cell phones, six Parkland survivors chronicled their lives in the weeks after the shooting. Their stories tonight, 9 p.m.…",@CNN
299,0.4019,Sat Mar 24 00:31:23 +0000 2018,0.0,0.812,0.188,299,"Cameron Kasky and fellow Parkland survivors share exclusive video diaries. Their stories tonight, 9p ET on CNN… https://t.co/vFITbP5MBI",@CNN
300,-0.5994,Sat Mar 24 00:29:20 +0000 2018,0.151,0.849,0.0,300,"March for Our Lives student organizers say the event takes on ""an issue of life and death. ... The mass shooting ep… https://t.co/7YyUdSrQlq",@CNN
301,0.0772,Sat Mar 24 00:25:06 +0000 2018,0.0,0.949,0.051,301,"RT @OutFrontCNN: ""Everyone that I talk to in the White House just wishes that they had never had to address these stories at all, but it's…",@CNN
302,0.0,Sat Mar 24 00:21:15 +0000 2018,0.0,1.0,0.0,302,"Using cell phones, six Parkland survivors chronicled their lives in the weeks after the shooting. Their stories ton… https://t.co/af1llgPsQh",@CNN
303,0.0,Sat Mar 24 00:13:10 +0000 2018,0.0,1.0,0.0,303,"Chef José Andrés' ThinkFoodGroup and various DC restaurants started Food for Our Lives, a collaboration of business… https://t.co/p41ysZ5913",@CNN
304,0.0,Sat Mar 24 00:03:11 +0000 2018,0.0,1.0,0.0,304,Cambridge Analytica says it's commissioning a third-party audit to prove that it deleted the trove of data about Fa… https://t.co/Oo9xRKkALD,@CNN
305,0.0,Fri Mar 23 23:53:04 +0000 2018,0.0,1.0,0.0,305,"Melania Trump rides solo to Air Force One, again https://t.co/xI0z6fJVKe https://t.co/uEjjLIsJJe",@CNN
306,-0.2023,Fri Mar 23 23:49:09 +0000 2018,0.168,0.697,0.135,306,"RT @CNNMoney: Pando founder Sarah Lacy unpacks Facebook's ""crisis of confidence"" in this week's @ReliableSources podcast with CNN's @brians…",@CNN
307,0.34,Fri Mar 23 23:46:51 +0000 2018,0.0,0.876,0.124,307,"John Bolton, President Trump's pick to be the next national security adviser, has a decade-long history of associat… https://t.co/GsqLWaQega",@CNN
308,0.3612,Fri Mar 23 23:39:30 +0000 2018,0.0,0.902,0.098,308,"RT @CNNnewsroom: ""People are listening. People are hearing us, and we feel like we've been yelling from the bottom of a barrel for almost t…",@CNN
309,0.0,Fri Mar 23 23:38:15 +0000 2018,0.0,1.0,0.0,309,"A liver transplant saves one teen, but his identical twin dies https://t.co/sqDNBovbt9 https://t.co/SFUOlXfpS2",@CNN
310,0.0,Fri Mar 23 23:29:47 +0000 2018,0.0,1.0,0.0,310,"“I just know that I have to go back to continue to learn and work, even when our politicians won’t.” David Hogg and… https://t.co/0BkIPTNbJ5",@CNN
311,0.0,Fri Mar 23 23:25:46 +0000 2018,0.0,1.0,0.0,311,Four things we learned about Mario Cuomo from Chris Cuomo https://t.co/X9biaNDUhO #AxeFiles https://t.co/CAyAHDxiUg,@CNN
312,0.0,Fri Mar 23 23:21:00 +0000 2018,0.126,0.747,0.126,312,911 calls capture the confusion when a false missile alert went out in Hawaii https://t.co/SPYmWPOPQg https://t.co/tOHRp353j4,@CNN
313,0.5423,Fri Mar 23 23:10:59 +0000 2018,0.0,0.816,0.184,313,"Taylor Swift voiced her support for Saturday's ""March for Our Lives"" in an Instagram post and said that she made a… https://t.co/rUq4HPJvrg",@CNN
314,-0.0516,Fri Mar 23 23:02:13 +0000 2018,0.106,0.796,0.097,314,"Many of the Democrats who've been urging stricter gun control legislation will join throngs of students for the ""Ma… https://t.co/mxQjFKdFSy",@CNN
315,0.296,Fri Mar 23 22:51:03 +0000 2018,0.0,0.896,0.104,315,"China may target American cherries, pistachios, sparkling wine and more than 120 other US goods with tariffs to ret… https://t.co/vg46Qs8uzw",@CNN
316,0.4019,Fri Mar 23 22:41:07 +0000 2018,0.0,0.829,0.171,316,“Change is happening. I can see it on the horizon.” Alex Wind and fellow Parkland survivors share exclusive video d… https://t.co/hQwUCCj8YG,@CNN
317,-0.6486,Fri Mar 23 22:31:06 +0000 2018,0.223,0.777,0.0,317,"An Iowa family vacationing in Mexico was found dead inside their condominium, according to police… https://t.co/kE8QRiquuX",@CNN
318,-0.4215,Fri Mar 23 22:26:06 +0000 2018,0.123,0.877,0.0,318,NFL star Michael Bennett was indicted in Houston on a charge of injury to the elderly in connection with an inciden… https://t.co/4MIuPMiP6H,@CNN
319,0.7717,Fri Mar 23 22:21:03 +0000 2018,0.0,0.705,0.295,319,First lady Melania Trump made public remarks at the State Department's International Women of Courage award ceremon… https://t.co/RzjFpXXh33,@CNN
320,-0.0772,Fri Mar 23 22:21:01 +0000 2018,0.121,0.769,0.109,320,A Tennessee man who was wrongfully imprisoned for 31 years and initially given $75 to start over has been awarded $… https://t.co/gnUXYLvD98,@CNN
321,0.4019,Fri Mar 23 22:11:33 +0000 2018,0.0,0.85,0.15,321,RT @AC360: “Change is happening. I can see it on the horizon.” Alex Wind and fellow Parkland survivors share exclusive video diaries with C…,@CNN
322,-0.34,Fri Mar 23 22:11:04 +0000 2018,0.118,0.882,0.0,322,"""Contrary to the NRA's current narrative, the path to sensible gun reform isn't a slippery slope, it's simply uncha… https://t.co/ueTcSlJS7s",@CNN
323,0.0,Fri Mar 23 22:01:06 +0000 2018,0.0,1.0,0.0,323,Former President Jimmy Carter has been briefed by the White House on the situation in North Korea… https://t.co/hbuozgfGDB,@CNN
324,0.0,Fri Mar 23 21:52:56 +0000 2018,0.0,1.0,0.0,324,The real reasons Congress can't act on guns or immigration https://t.co/Zvna0DntVv https://t.co/LubyPW3xvN,@CNN
325,0.0,Fri Mar 23 21:35:49 +0000 2018,0.0,1.0,0.0,325,"“To us, this is not a partisan issue. It’s an issue of life or death,” says Alex Wind, a Parkland school shooting s… https://t.co/K0tPyzHKb1",@CNN
326,-0.9432,Fri Mar 23 21:20:07 +0000 2018,0.577,0.423,0.0,326,A man has been arrested for allegedly threatening to assault and murder a congressman from Virginia… https://t.co/2zCfq5BD0E,@CNN
327,-0.6597,Fri Mar 23 21:01:07 +0000 2018,0.227,0.773,0.0,327,"Why you'll see a lot of ""evil eye"" gloves at the March For Our Lives https://t.co/WtpZqb9zQE https://t.co/AyNUF33YIp",@CNN
328,-0.7713,Fri Mar 23 20:50:08 +0000 2018,0.288,0.712,0.0,328,"Parents of young children have reason to be watchful as the flu season ends. B strains, which can be more severe fo… https://t.co/JWXazt7zNl",@CNN
329,-0.0772,Fri Mar 23 20:40:05 +0000 2018,0.085,0.915,0.0,329,Drew Barrymore shows she's sorry for dissing Jake Gyllenhaal with a literal sign of affection… https://t.co/USc2fh5gfb,@CNN
330,-0.4404,Fri Mar 23 20:30:12 +0000 2018,0.139,0.861,0.0,330,Bank of America Merrill Lynch doctored paperwork on 16 million orders to fool institutional clients into thinking s… https://t.co/OYh6bq5U5e,@CNN
331,0.0,Fri Mar 23 20:20:09 +0000 2018,0.0,1.0,0.0,331,Thousands of people marched in cities across Poland in demonstrations against plans to tighten the country's alread… https://t.co/7xfT5h1KC8,@CNN
332,0.128,Fri Mar 23 20:10:38 +0000 2018,0.088,0.763,0.149,332,"RT @AC360: “I feel worried, I feel angry.” Parkland survivors share exclusive video diaries with CNN. Their stories tonight, 9p ET on @CNN…",@CNN
333,0.4215,Fri Mar 23 20:10:04 +0000 2018,0.0,0.877,0.123,333,The Chinese ambassador to the United States would not rule out his nation scaling back the purchase of US governmen… https://t.co/hWrJhLtgkZ,@CNN
334,-0.8519,Fri Mar 23 20:07:50 +0000 2018,0.341,0.659,0.0,334,RT @CNNMoney: Trade war fears sink stocks again: Dow closes down more than 400 points at lowest point since November. https://t.co/A9OlUXl3…,@CNN
335,0.4404,Fri Mar 23 20:03:33 +0000 2018,0.0,0.847,0.153,335,Apple is proposing 13 new emojis in an effort to better represent people with disabilities https://t.co/2RiAQPzhIt https://t.co/zp4lrF9v3O,@CNN
336,-0.802,Fri Mar 23 19:50:35 +0000 2018,0.275,0.725,0.0,336,"At least 13 people were killed and 35 others were injured Friday night in a car bombing in southern Afghanistan, a… https://t.co/8EZYFIRuUW",@CNN
337,0.0,Fri Mar 23 19:42:28 +0000 2018,0.0,1.0,0.0,337,"""China is not afraid of and will not recoil from a trade war,"" China's embassy in Washington said in a statement… https://t.co/lTQZIyYykI",@CNN
338,0.4767,Fri Mar 23 19:30:13 +0000 2018,0.0,0.796,0.204,338,Some student loan borrowers will get another chance to qualify for the Public Service Loan Forgiveness program… https://t.co/0Y6bgk27QX,@CNN
339,-0.5106,Fri Mar 23 19:30:09 +0000 2018,0.268,0.732,0.0,339,A timeline of DACA offers President Trump has rejected https://t.co/r3lYvNaM8H https://t.co/TKd8VSvjEr,@CNN
340,0.0,Fri Mar 23 19:20:06 +0000 2018,0.0,1.0,0.0,340,"A new chemical analysis of animal bones suggests that the Maya in the city of Ceibal kept big cats in captivity, an… https://t.co/R65QDFdpAP",@CNN
341,0.0,Fri Mar 23 19:10:06 +0000 2018,0.0,1.0,0.0,341,"Dr. Ronny Jackson, the presidential physician who has served under three presidents, has been nominated for a promo… https://t.co/TkS68sf6Mb",@CNN
342,-0.6597,Fri Mar 23 19:00:09 +0000 2018,0.239,0.761,0.0,342,A former cancer patient is now a doctor at the hospital that helped her survive https://t.co/K0Lmowc4PM https://t.co/EymrGr1EDT,@CNN
343,0.5106,Fri Mar 23 18:50:02 +0000 2018,0.0,0.87,0.13,343,"All around the US, Lyft is offering free rides to protestors who will participate in the March for Our Lives this w… https://t.co/iiZhgPHkqG",@CNN
344,0.128,Fri Mar 23 18:45:11 +0000 2018,0.0,0.923,0.077,344,Veteran Washington attorney Joseph diGenova’s role as part of President Donald Trump’s legal team is still in quest… https://t.co/McCu9Y9S2f,@CNN
345,0.5267,Fri Mar 23 18:40:05 +0000 2018,0.0,0.815,0.185,345,George Clooney praises Parkland survivors in open letter ahead of March for Our Lives https://t.co/TuF7QXqvU5 https://t.co/TnaWh1jlVB,@CNN
346,0.0,Fri Mar 23 18:30:20 +0000 2018,0.0,1.0,0.0,346,Elon Musk just nonchalantly erased Tesla and SpaceX from Facebook https://t.co/EKDgqGlIS9 https://t.co/VsQgPpjELv,@CNN
347,-0.6705,Fri Mar 23 18:20:06 +0000 2018,0.184,0.816,0.0,347,"The man shot and killed by Sacramento police was turning his life around, his brother says.

Stephon Clark was shot… https://t.co/S5ib13fTFJ",@CNN
348,0.0,Fri Mar 23 18:10:06 +0000 2018,0.0,1.0,0.0,348,Advertisers are turning up the heat on Facebook. At least three companies have pulled advertisements after a data s… https://t.co/9POKaJIWzq,@CNN
349,0.0,Fri Mar 23 18:01:46 +0000 2018,0.0,1.0,0.0,349,"President Trump says the US is close to striking a trade deal with South Korea, an achievement that would mark an e… https://t.co/bXJxefGEiQ",@CNN
350,-0.659,Fri Mar 23 17:51:58 +0000 2018,0.221,0.779,0.0,350,President Trump on his veto threat: “I looked very seriously at the veto. I was thinking about doing the veto. But… https://t.co/dAb7rPFtnR,@CNN
351,0.0,Fri Mar 23 17:39:15 +0000 2018,0.0,1.0,0.0,351,JUST IN: President Trump announces he is signing the $1.3 trillion spending bill passed by Congress this week despi… https://t.co/cF8DRvZQgT,@CNN
352,0.0,Fri Mar 23 17:26:44 +0000 2018,0.0,1.0,0.0,352,"President Trump is speaking from the White House.

Watch on CNN: https://t.co/UYpqI3w42L 

Follow for live updates:… https://t.co/Qv2yFkf7AZ",@CNN
353,0.0,Fri Mar 23 17:15:49 +0000 2018,0.0,1.0,0.0,353,"President Trump will soon give a statement from the White House to address the spending bill, which he has threaten… https://t.co/f4SMTdUbvc",@CNN
354,0.6249,Fri Mar 23 17:05:46 +0000 2018,0.0,0.823,0.177,354,"Jaelynn Willey, the 16-year-old girl shot by a student at Great Mills High School in Maryland earlier this week, di… https://t.co/tGFHA1vYg4",@CNN
355,-0.5267,Fri Mar 23 17:02:49 +0000 2018,0.196,0.804,0.0,355,"""We’ve experienced something that no kid should ever go through... no person should go through, so there’s a lot of… https://t.co/4D1WTVszNQ",@CNN
356,-0.2263,Fri Mar 23 16:58:15 +0000 2018,0.119,0.881,0.0,356,"""Sometimes I forget that we are the high schoolers here."" - Parkland student Cameron Kasky #ParklandDiaries… https://t.co/48msWThvbS",@CNN
357,-0.0258,Fri Mar 23 16:55:21 +0000 2018,0.113,0.693,0.195,357,"""Still feeling it. Still feeling the shock and still feeling the emotions running high ... just embracing it becaus… https://t.co/x7o1a2s7E2",@CNN
358,0.0,Fri Mar 23 16:52:00 +0000 2018,0.0,1.0,0.0,358,"""I'm supposed to be recovering... and I can't do that if these things are still going to be happening."" Marjory Sto… https://t.co/sUbZ5QOt6s",@CNN
359,-0.6705,Fri Mar 23 16:45:52 +0000 2018,0.224,0.776,0.0,359,"""I feel worried, I feel angry. I just know I have to go back and continue to learn even when our politicians won't""… https://t.co/kwk6TSHcb3",@CNN
360,-0.765,Fri Mar 23 16:41:39 +0000 2018,0.258,0.742,0.0,360,"""I'm in a lot of pain, and I've never been faced with this kind of pain before."" - Parkland school shooting survivo… https://t.co/jvQYUjrTKA",@CNN
361,0.0,Fri Mar 23 16:18:49 +0000 2018,0.0,1.0,0.0,361,"""I'm supposed to be recovering ... and I can't do that if these things are still going to be happening.""

Using cel… https://t.co/fdUiHYJ3KG",@CNN
362,0.0,Fri Mar 23 16:00:02 +0000 2018,0.0,1.0,0.0,362,"Deep inside the 2,232 pages of text that make up the newly passed $1.3 trillion bill to keep the federal government… https://t.co/WEZxxNd1B5",@CNN
363,0.5106,Fri Mar 23 15:50:09 +0000 2018,0.0,0.82,0.18,363,This mom's tweet helped 500 students find free housing for March for Our Lives https://t.co/j49w9xdzP4 https://t.co/yjQjbRp5Cf,@CNN
364,0.0,Fri Mar 23 15:42:07 +0000 2018,0.0,1.0,0.0,364,A Congressional committee of bipartisan leaders just sent a letter to Facebook CEO Mark Zuckerberg requesting that… https://t.co/Z4jb8sUlzy,@CNN
365,0.0,Fri Mar 23 15:32:03 +0000 2018,0.0,1.0,0.0,365,"Why I'm marching on Saturday ... in a wheelchair || Karina Vargas, who was shot outside her school in Colorado, wri… https://t.co/ayvSSPSWXF",@CNN
366,-0.6597,Fri Mar 23 15:25:05 +0000 2018,0.239,0.761,0.0,366,A former cancer patient is now a doctor at the hospital that helped her survive https://t.co/doUI4ebDVe https://t.co/uNjFGZ3Oec,@CNN
367,0.296,Fri Mar 23 15:14:05 +0000 2018,0.0,0.901,0.099,367,"Are you a student taking part in Saturday’s March for Our Lives? Share your photos with CNN, along with your name,… https://t.co/9lZCUpsK2B",@CNN
368,0.0,Fri Mar 23 15:00:10 +0000 2018,0.0,1.0,0.0,368,"Less than two months after allegations of sexual misconduct surfaced, Steve Wynn has sold his remaining stake in th… https://t.co/L1qCa9FgkW",@CNN
369,0.0,Fri Mar 23 14:50:08 +0000 2018,0.0,1.0,0.0,369,"Kellyanne Conway signals she'd be open to taking the White House communications director job: ""I'm here to support… https://t.co/UFh2Gl8ToI",@CNN
370,0.0,Fri Mar 23 14:40:07 +0000 2018,0.0,1.0,0.0,370,"The Republican National Committee spent over $424,000 at Trump properties in the first two months of 2018, accordin… https://t.co/Mk4nQ7iPFj",@CNN
371,-0.8658,Fri Mar 23 14:34:58 +0000 2018,0.352,0.648,0.0,371,"Police storm supermarket in southern France where hostage situation left at least 2 dead, reportedly killing the at… https://t.co/YCnfGbVjWH",@CNN
372,0.4404,Fri Mar 23 14:29:25 +0000 2018,0.0,0.818,0.182,372,What Trump doesn't get about Obamacare and health insurers' profits | via @Luhby https://t.co/A7Sbr8mwLN https://t.co/c6thfWyGzt,@CNN
373,0.0,Fri Mar 23 14:11:46 +0000 2018,0.0,1.0,0.0,373,French police have stormed a supermarket in southern France after a hostage situation left at least two people dead… https://t.co/KnRxBckuXV,@CNN
374,0.5106,Fri Mar 23 14:10:08 +0000 2018,0.0,0.87,0.13,374,"All around the US, Lyft is offering free rides to protestors who will participate in the March for Our Lives this w… https://t.co/nkzWhzn9GT",@CNN
375,-0.3895,Fri Mar 23 14:00:08 +0000 2018,0.243,0.572,0.185,375,"""He didn't just aggressively push for war with Iraq, he was confident that Saddam Hussein possessed weapons of mass… https://t.co/plIloePX1D",@CNN
376,0.1027,Fri Mar 23 13:50:19 +0000 2018,0.089,0.804,0.107,376,National security adviser H.R. McMaster has resigned and will be replaced by former US ambassador and Fox News anal… https://t.co/xstExILyV1,@CNN
377,0.0,Fri Mar 23 13:40:06 +0000 2018,0.0,1.0,0.0,377,"Counselor to the President Kellyanne Conway's message to staff working in the White House: ""Get with the program or… https://t.co/5jIH8ER7Fw",@CNN
378,-0.34,Fri Mar 23 13:33:43 +0000 2018,0.118,0.882,0.0,378,France hostage situation: Gunman took hostages in supermarket after firing shots at police officers who were out jo… https://t.co/TXvSGuZkZe,@CNN
379,0.5106,Fri Mar 23 13:30:09 +0000 2018,0.0,0.845,0.155,379,"Students who survived last month's deadly school shooting in South Florida have arrived in Washington, DC, ahead of… https://t.co/jFZQ28r2un",@CNN
380,-0.3818,Fri Mar 23 13:19:41 +0000 2018,0.133,0.867,0.0,380,"President Trump threatens to veto the omnibus spending bill passed by Congress just after midnight, citing concerns… https://t.co/b9xgWE57kZ",@CNN
381,0.3818,Fri Mar 23 13:06:44 +0000 2018,0.0,0.88,0.12,381,Parkland student Julia Cordover on the requiring of clear backpacks and IDs at Marjory Stoneman Douglas: “I do not… https://t.co/SQ8KoN7L52,@CNN
382,-0.1531,Fri Mar 23 13:02:44 +0000 2018,0.178,0.673,0.149,382,"France supermarket hostage situation: Attacker was ""known to intelligence agencies,"" CNN affiliate BFM TV reports… https://t.co/SHwHuGMMvH",@CNN
383,0.1531,Fri Mar 23 12:54:02 +0000 2018,0.121,0.728,0.15,383,"Parkland student Sam Zeif: “We’re fighting for our inalienable rights. My classmates, friends, teachers had inalien… https://t.co/OqRTiZj7dV",@CNN
384,0.0772,Fri Mar 23 12:50:53 +0000 2018,0.0,0.933,0.067,384,"A number of employees ""are in lockdown"" in a garage behind the supermarket as this police situation unfolds in Sout… https://t.co/MokkxEpd6E",@CNN
385,0.4404,Fri Mar 23 12:48:51 +0000 2018,0.0,0.868,0.132,385,Marjory Stoneman Douglas High School senior class president Julia Cordover on March for Our Lives: “We hope that th… https://t.co/29KnOC69Lk,@CNN
386,-0.2411,Fri Mar 23 12:24:19 +0000 2018,0.098,0.902,0.0,386,This White House just keeps not telling the truth over and over and over again | Analysis by @CillizzaCNN… https://t.co/aiyl1mZ85Y,@CNN
387,-0.8442,Fri Mar 23 12:16:59 +0000 2018,0.324,0.676,0.0,387,"RT @CNNPolitics: Kellyanne Conway on Trump's proposal to impose the death penalty on some drug dealers: ""What the President is saying, and…",@CNN
388,-0.7845,Fri Mar 23 12:14:29 +0000 2018,0.289,0.711,0.0,388,"White House counselor Kellyanne Conway on Trump’s proposal of the death penalty for some drug dealers: “Well, good”… https://t.co/EdrBQ0eLGb",@CNN
389,-0.6705,Fri Mar 23 11:56:11 +0000 2018,0.22,0.78,0.0,389,"France supermarket hostage situation:
- One person killed and others taken hostage at supermarket in Trebes, accord… https://t.co/MQ6AzhNvtz",@CNN
390,0.0,Fri Mar 23 11:51:12 +0000 2018,0.0,1.0,0.0,390,"Why I'm marching on Saturday ... in a wheelchair || Karina Vargas, who was shot outside her school in Colorado, wri… https://t.co/3kZ1kjIk6U",@CNN
391,0.0,Fri Mar 23 11:37:55 +0000 2018,0.0,1.0,0.0,391,The AT&amp;T and Time Warner trial could change the media industry https://t.co/jOQSmCyqFy https://t.co/9gdG7E0wp9,@CNN
392,0.34,Fri Mar 23 11:25:42 +0000 2018,0.0,0.876,0.124,392,"BREAKING: Police in the southern French town of Trèbes are responding to a security situation, the Interior Ministr… https://t.co/lEKQzqotOW",@CNN
393,-0.2263,Fri Mar 23 11:20:04 +0000 2018,0.137,0.863,0.0,393,"5 things for Friday:

- White House
- Tariffs
- Sacramento protests
- Government funding
- School shootings… https://t.co/FJsKFICOI1",@CNN
394,0.0,Fri Mar 23 11:09:55 +0000 2018,0.0,1.0,0.0,394,Prince Harry and Meghan Markle visited Belfast on Friday for their first official visit to Northern Ireland togethe… https://t.co/rOwcXn7eEb,@CNN
395,0.4404,Fri Mar 23 10:55:04 +0000 2018,0.0,0.818,0.182,395,What Trump doesn't get about Obamacare and health insurers' profits | via @Luhby https://t.co/B1XVrT2NbI https://t.co/dvKH8vo30c,@CNN
396,0.0,Fri Mar 23 10:48:40 +0000 2018,0.0,1.0,0.0,396,"Ex-Playboy model Karen McDougal on her alleged affair with Trump:

• Claims they were together ""many dozens of time… https://t.co/LtlE5OxYH6",@CNN
